col1,name,RMS,redshift_1,W1,W2,W3,W4,W5,W6,UNI_FLAG,MIZ2,detection,UNI_DET,peak_flux,int_flux,Quadrant,D_Mpc,D_cm,L_rad,L_2500,alpha_ro,alpha_MFS,alpha_inband,RAx,DECx,VOFF_CIV_PEAK_1,EW_CIV_1,PLATE_1,MJD_1,FIBER_1,SDSS_NAME,RA,DEC,REDSHIFT_2,PLATE_2,FIBER_2,MJD_2,TARGET_FLAG_TARGET,NSPECOBS,UNIFORM_TARGET,MI_Z2,LOGLBOL,LOGLBOL_ERR,BAL_FLAG,FIRST_FR_TYPE,FINT_REST6CM_MJY_OBS,LOGFNU2500A_ERGS_OBS,R_6CM_2500A,LOGL5100,LOGL5100_ERR,LOGL3000,LOGL3000_ERR,LOGL1350,LOGL1350_ERR,LOGL_BROAD_HA,LOGL_BROAD_HA_ERR,FWHM_BROAD_HA,FWHM_BROAD_HA_ERR,EW_BROAD_HA,EW_BROAD_HA_ERR,LOGL_NARROW_HA,LOGL_NARROW_HA_ERR,FWHM_NARROW_HA,FWHM_NARROW_HA_ERR,EW_NARROW_HA,EW_NARROW_HA_ERR,LOGL_NII_6585,LOGL_NII_6585_ERR,EW_NII_6585,EW_NII_6585_ERR,LOGL_SII_6718,LOGL_SII_6718_ERR,EW_SII_6718,EW_SII_6718_ERR,LOGL_SII_6732,LOGL_SII_6732_ERR,EW_SII_6732,EW_SII_6732_ERR,EW_FE_HA,EW_FE_HA_ERR,ALPHA_HA,ALPHA_HA_ERR,LINE_NPIX_HA,LINE_MED_SN_HA,LINE_REDCHI2_HA,LOGL_BROAD_HB,LOGL_BROAD_HB_ERR,FWHM_BROAD_HB,FWHM_BROAD_HB_ERR,EW_BROAD_HB,EW_BROAD_HB_ERR,LOGL_NARROW_HB,LOGL_NARROW_HB_ERR,FWHM_NARROW_HB,FWHM_NARROW_HB_ERR,EW_NARROW_HB,EW_NARROW_HB_ERR,FWHM_BROAD_HB_1GAUSS,LOGL_OIII_4959,LOGL_OIII_4959_ERR,EW_OIII_4959,EW_OIII_4959_ERR,LOGL_OIII_5007,LOGL_OIII_5007_ERR,EW_OIII_5007,EW_OIII_5007_ERR,EW_FE_HB_4434_4684,EW_FE_HB_4434_4684_ERR,ALPHA_HB,ALPHA_HB_ERR,LINE_NPIX_HB,LINE_MED_SN_HB,LINE_REDCHI2_HB,LOGL_MGII,LOGL_MGII_ERR,FWHM_MGII,FWHM_MGII_ERR,EW_MGII,EW_MGII_ERR,LOGL_BROAD_MGII,LOGL_BROAD_MGII_ERR,FWHM_BROAD_MGII,FWHM_BROAD_MGII_ERR,EW_BROAD_MGII,EW_BROAD_MGII_ERR,FWHM_BROAD_MGII_1GAUSS,EW_FE_MGII,EW_FE_MGII_ERR,ALPHA_MGII,ALPHA_MGII_ERR,LINE_NPIX_MGII,LINE_MED_SN_MGII,LINE_REDCHI2_MGII,LOGL_CIV,LOGL_CIV_ERR,FWHM_CIV,FWHM_CIV_ERR,EW_CIV_2,EW_CIV_ERR,ALPHA_CIV,ALPHA_CIV_ERR,LINE_NPIX_CIV,LINE_MED_SN_CIV,LINE_REDCHI2_CIV,VOFF_BROAD_HA,VOFF_BROAD_HA_ERR,VOFF_NARROW_HA,VOFF_NARROW_HA_ERR,VOFF_BROAD_HB,VOFF_BROAD_HB_ERR,VOFF_NARROW_HB,VOFF_NARROW_HB_ERR,VOFF_BROAD_MGII,VOFF_BROAD_MGII_ERR,VOFF_CIV_PEAK_2,VOFF_CIV_PEAK_ERR,LOGBH_HB_MD04,LOGBH_HB_MD04_ERR,LOGBH_HB_VP06,LOGBH_HB_VP06_ERR,LOGBH_MGII_MD04,LOGBH_MGII_MD04_ERR,LOGBH_MGII_VO09,LOGBH_MGII_VO09_ERR,LOGBH_MGII_S10,LOGBH_MGII_S10_ERR,LOGBH_CIV_VP06,LOGBH_CIV_VP06_ERR,LOGBH,LOGBH_ERR,LOGEDD_RATIO,SPECIAL_INTEREST_FLAG,Separation
7586,SDSSJ113532.86+001411.4,14.0,1.651701,0.02791,0.03382,0.00924,0.02946,0.00141,0.00219,0.0,-26.5979762107989,-1.0,-2,0.0,42.0,1,12539.2293268612,3.86960617026937E+28,30.4474697846289,30.7983805266229,0.167346590848985,,,173.886946,0.236518,722.789984734306,32.1970645501054,282,51658,488,113532.86+001411.4,173.88694763183600,0.236517995595932,1.6483999490737900,282,488,51658,1048580,2,0,-26.59797621079890,46.69651713034510,0.00403530870850588,0,0,0.0,-26.895068001014100,-1.0,0.0,-1.0,45.98470990130390,0.00403530870850588,46.16569207536760,0.014949850644427400,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,44.079257461778900,0.023927241115057300,4832.326256015270,513.2111551378110,33.870821060408300,2.1329009272247500,44.07465570213110,0.02122423428943780,4832.326256015270,509.9717563713910,33.51382247394230,1.8702548711980700,5484.783026046970,67.77833508769680,5.416535441254600,-1.3875015811744000,0.0409113130433052,310,16.126362659771500,1.7485766531256400,44.45096949011740,0.04554571404748130,6346.99755859375,359.70654296875,32.19706455010540,3.6367547365312800,-1.5549699940334200,0.18166312563692100,281,13.718294694839400,0.9750203656780160,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-99.41692318799230,348.5889908193160,722.7899847343060,80.1412656901669,0.0,-1.0,0.0,-1.0,9.213989020893500,0.02622339195395970,9.220667446912800,0.09226946520241650,9.338832635069270,0.09169927189504620,9.412953462465470,0.049859573422491100,9.338832635069270,0.09169927189504620,-0.7426860498417510,0,0.005874580739894020
113,SDSSJ113548.66-022617.8,11.7,1.6502399,0.02296,0.02971,0.02039,0.02975,0.00571,-0.00104,0.0,-26.6648523166763,-1.0,-2,0.0,35.1,0,12525.51461726,3.86537381088644E+28,30.3686967587722,30.8251309689738,0.217669908279391,,,173.952777,-2.438297,808.26384270573,54.5276366631524,327,52294,496,113548.66-022617.8,173.95277404785200,-2.4382970333099400,1.6526999473571800,327,496,52294,1048580,1,0,-26.66485231667630,46.6105490328259,0.00587957443350362,0,0,0.0,-26.974256773531700,-1.0,0.0,-1.0,45.89874180378470,0.00587957443350362,46.18788054482800,0.011701143675587400,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,44.014167601319500,0.020636150452478600,4157.839301818790,341.0153215461640,35.26378804105960,1.8160601994471200,44.012065772085300,0.025597239075231900,4157.839301818790,252.34075752384000,35.09353628948600,2.178429085248030,5888.101694871210,90.52944049345540,12.139898628419600,-1.499415316473440,0.04246706680532500,310,13.521610699335200,1.212100972345120,44.68662028648300,0.023485959078225700,5651.60107421875,302.5380859375,54.52763666315240,3.3482095043768700,-1.8110059142393600,0.18086649229829600,281,14.569934878016400,1.1846412767536100,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,339.331183993457,267.4038654467290,808.2638427057300,53.41319478604310,0.0,-1.0,0.0,-1.0,9.222320501071240,0.03238301487909840,9.047106302050640,0.07130007156633720,9.154955318504800,0.0528408660229222,9.323919686767940,0.04690853139341470,9.154955318504800,0.0528408660229222,-0.6447768307964670,0,0.010618789323849400
677,SDSSJ114408.55+020221.2,,1.6506031,0.06337,0.00244,0.01351,0.00486,0.01315,0.01353,0.0,-26.1487963852212,1.0,1,89.0,120.0,4,12528.9235805095,3.86642581694523E+28,30.9027774959636,30.6187085963918,-0.13547023849836,,,176.035649,2.039225,1096.55780418802,23.3984425251152,514,51994,164,114408.55+020221.2,176.03564453125,2.0392251014709500,1.638800024986270,514,164,51994,1048580,1,0,-26.148796385221200,46.47597452438320,0.004859749484854350,0,0,0.0,-27.100596402256200,-1.0,0.0,-1.0,45.76416729534200,0.004859749484854350,46.001110453050500,0.017488114501375700,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,43.70151386804580,0.02790911979475650,2506.3555645604600,223.7279848243910,23.371443219234900,1.6567028174390400,43.70151386804580,0.031860411208175100,2506.3555645604600,278.59260635703500,23.371443219234900,1.6981570301078900,2912.1972564580000,128.74828867351300,10.70326064245970,-1.5181241844054300,0.05356814670664380,311,11.587418517243600,1.3241615728559200,44.15389607522710,0.056918124524305100,8307.203125,1771.877197265630,23.39844252511520,3.5614408458333200,-1.5027430287367300,0.2314451438236430,281,8.187747042501990,0.9400539807586020,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-1395.0507665607500,107.7093748846350,1096.5578041880200,507.4709191816830,0.0,-1.0,0.0,-1.0,8.527375278215220,0.034418549122974700,8.54016901225037,0.07757202075906620,8.631869087691410,0.09659454359998690,9.559498199758700,0.18549658775501000,8.631869087691410,0.09659454359998690,-0.2562651084257580,0,0.016081461271255000
7638,SDSSJ120015.35+000553.1,,1.650593,0.02357,0.03581,0.01991,0.00408,0.01837,0.01336,0.0,-26.3975951256358,1.0,1,42.0,25.0,0,12528.8287806775,3.86639656171708E+28,30.2215305138344,30.7182280925576,0.236871194110365,,,180.063964,0.098102,-1110.06838201565,2.78626834738306,285,51930,509,120015.35+000553.1,180.06396484375,0.09810200333595280,1.649999976158140,285,509,51930,4,3,0,-26.397595125635800,46.55658637342490,0.0050254540450644900,1,0,0.0,-27.06932160597770,-1.0,0.0,-1.0,45.84477914438370,0.0050254540450644900,45.88123778697750,0.029934431773085600,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,43.73654344757090,0.019417533806649300,3108.182906112560,519.136180853598,21.86851965159800,0.9595155313670390,43.707178189201300,0.022150764993263300,3926.5095705210600,523.2576814014920,20.43874036958660,1.0867117697277000,4101.642589367750,123.16234058019600,12.969586910438500,-0.9638236512440450,0.04673383633885050,310,13.915515710292200,1.6226414242306700,43.09267981135580,0.3637537803158320,6339.93359375,937.2794799804690,2.78626834738306,1.652450356857140,-1.7791321519074500,0.41557617819340700,280,5.156920974369060,0.9743450669857190,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-134.26307839652900,267.8341565808910,-1110.0683820156500,2453.087233536520,0.0,-1.0,0.0,-1.0,8.874828675734740,0.044793557319527300,8.767402707493420,0.14509557577217400,9.0717763902062,0.11579252999108100,9.261225445063730,0.1293863349428740,9.0717763902062,0.11579252999108100,-0.6155605618988960,0,0.003037519337711240
1021,SDSSJ120845.22+653344.6,9.9,1.651211,0.0234,0.02925,0.02029,0.02997,0.00211,-0.00164,0.0,-26.8199763640324,-1.0,-2,0.0,29.7,0,12534.6296273811,3.86818670300981E+28,30.2966983948838,30.8871805879163,0.281596343843789,,,182.188432,65.562414,883.033429306368,32.4099173257569,599,52317,467,120845.22+653344.6,182.1884307861330,65.56241607666020,1.645400047302250,599,467,52317,4,1,0,-26.81997636403240,46.73347786055740,0.003299738385010190,0,-1,0.0,-26.858630385849600,-1.0,0.0,-1.0,46.02167063151620,0.003299738385010190,46.25860846592820,0.015168865037228600,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,44.080419025313000,0.01232968527074260,4200.955923981800,314.0984576843380,31.244995257904500,0.9852050233322520,44.07347918540170,0.017553648571258400,4200.955923981800,357.70450109716200,30.749681598608700,1.144645476629960,4969.961014117210,57.60914284019890,4.440013218867720,-1.3625023575134400,0.03840485171492960,310,15.455537031557700,0.9646285693789580,44.52035207567300,0.03663527849119320,6518.68408203125,1210.484375,32.40991732575690,3.2438369141832,-2.019613446009830,0.20222941045890500,281,12.19795187462590,0.807008255079324,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-201.32266448991600,294.80185507940200,883.0334293063680,267.1137236289750,0.0,-1.0,0.0,-1.0,9.151291733877840,0.02434315620366150,9.117531565731530,0.06496390004366060,9.24013204151347,0.07398721486608370,9.48538235521803,0.16149250969708100,9.24013204151347,0.07398721486608370,-0.6070247260736540,0,0.007691458009071430
5945,SDSSJ121753.12+294304.6,,1.650745,0.03139,0.01385,0.02811,0.03537,0.01102,0.0,1.0,-26.9766022005708,1.0,2,130.0,117.0,2,12530.2554840412,3.86683684237511E+28,30.8918628185717,30.9498309225316,0.0276445358171301,,,184.471363,29.717947,861.672598470189,61.655352989237,2230,53799,117,121753.12+294304.6,184.4713592529300,29.717947006225600,1.6466000080108600,2230,117,53799,1048579,1,1,-26.97660220057080,46.72777153530720,0.003929200020785120,0,0,0.0,-26.875069262979300,-1.0,0.0,-1.0,46.01596430626600,0.003929200020785120,46.207941900961500,0.015531889023300500,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,44.21160779953900,0.0173670774854493,3743.3563464094400,290.3092136898040,43.205713087769500,1.8499664478705000,44.204457837580500,0.021316535280874400,3743.3563464094400,325.5125617460290,42.500223642246900,2.1055975726106100,4822.515719431520,71.03842464723830,5.811137992420270,-1.2343199859131700,0.039756502699222400,310,15.99594508077590,0.9998385506391760,44.756096325031800,0.024828806586921100,5839.57666015625,171.81103515625,61.65535298923700,4.17556078857681,-1.8810352971778500,0.22369884900261900,281,10.599507452488500,1.0785405486233500,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-255.31924356589800,80.4579686821809,861.672598470189,53.40365337110580,0.0,-1.0,0.0,-1.0,9.12159515208655,0.023377483370162300,9.014504496067660,0.06739048466421940,9.136420212819590,0.07556952018653980,9.362971935699400,0.026848586908868600,9.136420212819590,0.07556952018653980,-0.5090192226299380,0,0.01171529142308140
3472,SDSSJ122225.34+414117.4,,1.651063,0.01689,0.03541,0.02158,0.02601,0.00909,0.00243,1.0,-26.6687327669644,1.0,2,66.0,65.0,0,12533.2403865025,3.86775798327467E+28,30.636771151495,30.8266831490891,0.0905675476849232,,,185.605621,41.688191,134.495368444821,39.7795768012306,1452,53112,255,122225.34+414117.4,185.60562133789100,41.68819046020510,1.6495000123977700,1452,255,53112,2,1,1,-26.668732766964400,46.68813573351140,0.007396017754484060,0,0,0.0,-26.894697310293200,-1.0,0.0,-1.0,45.97632850447020,0.007396017754484060,46.19924253082940,0.01605087385282640,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,44.047741983491000,0.018952291107115800,4666.971125564710,344.8465653636900,31.85335631132070,1.9481685223179700,44.045269994082600,0.019099833979723300,4666.971125564710,352.96750347325300,31.67256311390360,1.7074268161511100,4717.327189260720,86.60600255035930,13.056930319343600,-1.5047687499054500,0.03275940754081610,310,14.504892939569300,1.0703887603379200,44.58118645240720,0.02500872941050860,3864.441162109380,261.270263671875,39.77957680123060,2.8960421071637300,-1.449661427275750,0.2722177320292820,280,11.74188631344980,0.8197811990961830,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-77.93882649174450,160.70048027142800,134.49536844482100,80.28456602620780,0.0,-1.0,0.0,-1.0,9.07786565016433,0.025233297317929800,9.186234480083510,0.06428724462149080,9.30339390061993,0.065852064644376,8.999771940042430,0.05933723740989080,9.30339390061993,0.065852064644376,-0.7156287122261420,0,0.0021450930276249400
1556,SDSSJ124118.12+624606.1,,1.651013,0.0028,0.05795,0.0,0.05843,-0.00272,0.00505,1.0,-27.6545306904639,1.0,2,348.0,337.0,0,12532.7710542514,3.86761314734198E+28,31.3514592645773,31.2210023184889,-0.0622138982021728,,,190.325501,62.768374,722.789984734306,67.2696478694546,781,52373,480,124118.12+624606.1,190.32550048828100,62.768375396728500,1.6497000455856300,781,480,52373,1055747,1,1,-27.654530690463800,47.00998030374410,0.012910031440565500,0,0,0.0,-26.581836035897500,-1.0,0.0,-1.0,46.29817307470300,0.012910031440565500,46.464383791963,0.009105834174715,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,44.679174118519100,0.011620854864666800,7065.182206926310,1241.2093564376400,65.48280098015200,1.3693498269787600,44.679174118519100,0.014095944179789700,7460.602440690540,950.9746464432940,65.48280098015200,1.4474043832947000,8602.72087686545,85.67186947484680,27.336110270601500,-1.3925405206422700,0.017370777109537500,310,25.12070527867000,0.9653140802950250,45.09010351649670,0.01191021654184970,9718.05078125,444.73486328125,67.26964786945460,2.4750753610539700,-1.1873773160665100,0.12147741894317500,281,20.22845929643430,0.9328686578435530,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-135.78721124127800,240.34122978157800,722.7899847343060,160.3541393120690,0.0,-1.0,0.0,-1.0,9.79928894873225,0.013643598957878500,9.707333270412000,0.15272995041780100,9.910415102307750,0.11100469137015600,9.941281737979930,0.04004182486220010,9.910415102307750,0.11100469137015600,-1.0008053436811700,0,0.005098393075329960
4032,SDSSJ130243.08+130039.3,,1.65048,0.03449,0.02824,0.01597,0.00513,-0.00124,0.00848,1.0,-27.8204185209457,1.0,2,109.0,114.0,4,12527.7681571642,3.86606925330087E+28,30.8804310809106,31.2873574506816,0.194060006031092,,,195.679505,13.010924,27.4084477430473,8.95088918507321,1696,53116,378,130243.08+130039.3,195.67950439453100,13.010924339294400,1.632099986076360,1696,378,53116,2,1,1,-27.820418520945700,47.11467051455090,0.010356247232394400,1,0,0.0,-26.463851856659300,-1.0,0.0,-1.0,46.40286328550970,0.010356247232394400,46.42639908110630,0.009924794217397450,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,44.032893673910900,0.05289624063013320,2850.206427997280,331.9142445593250,11.570749153979200,1.3381671430945000,44.02598282473910,0.0524333901514602,2850.206427997280,362.2019651598320,11.388083145302000,1.3156119848489000,4256.247343173050,97.68935592586560,23.975354533920900,-1.4520658402907000,0.0444614462620726,311,25.94649554429270,1.025160275204480,44.24487168787960,0.07439121083286440,4975.08935546875,2338.46484375,8.950889185073210,1.5498626526733300,-0.05342885360998550,0.12170182413430200,281,15.422458867403400,1.4847854706142300,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-2153.4882262561300,80.9337055771557,27.4084477430473,267.6869762798010,0.0,-1.0,0.0,-1.0,9.25297893166081,0.03766037049728400,8.971184273153330,0.10128198770521400,9.139527867414490,0.11056619050854500,9.339593283647710,0.40830087448670800,9.139527867414490,0.11056619050854500,-0.12522789798113400,0,0.002449936386005710
3509,SDSSJ130545.73+462417.6,9.9,1.650565,0.03068,0.02511,0.01602,0.03182,-0.00281,4E-05,1.0,-26.7079793661541,-1.0,-1,0.0,29.7,0,12528.5659698963,3.86631545831E+28,30.2963310282304,30.842381788765,0.260407340871667,,,196.440578,46.404898,797.580946528327,32.416007929301,1459,53117,161,130545.73+462417.6,196.44058227539100,46.40489959716800,1.6454999446868900,1459,161,53117,1048579,1,1,-26.707979366154000,46.743354871831800,0.0034232086803385200,0,0,0.0,-26.864495042041600,-1.0,0.0,-1.0,46.031547642790600,0.0034232086803385200,46.11856176033580,0.015156772760207100,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,44.103371749798100,0.015376104434977800,4723.053365220580,446.561438975868,32.64623434057520,1.2157204751930700,44.09403688098900,0.01782452443569230,4723.053365220580,505.4877360284760,31.9520130523961,1.4973380287416600,5097.881077013650,74.70218526545450,4.509699967022290,-1.1643099615313300,0.03687665026704180,311,15.417480702112100,0.9650761513842940,44.41206219047120,0.07179829951592610,6442.18359375,1108.483642578130,32.41600792930100,5.790189377050310,-1.4195161943474700,0.2167523392962160,281,9.567751217344650,1.0581750663234300,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-503.0541975199210,375.772585465762,797.5809465283270,187.0631222718200,0.0,-1.0,0.0,-1.0,9.179488916974870,0.023089223911319900,9.224219526687950,0.08214232194195610,9.348005243822820,0.09298550116882480,9.400903927939870,0.14967074742105700,9.348005243822820,0.09298550116882480,-0.7050209171086340,0,0.012070690716222000
5534,SDSSJ132249.49+324826.8,8.5,1.651252,0.04583,0.01223,0.0156,0.02689,-0.0035,0.00401,1.0,-26.8051422319869,-1.0,-1,0.0,25.5,4,12535.0144892566,3.86830547138459E+28,30.2305054365741,30.8812469350981,0.310333535767946,,,200.706248,32.80745,883.033429306368,33.4181415917591,2112,53534,191,132249.49+324826.8,200.7062530517580,32.80744934082030,1.645400047302250,2112,191,53534,1048578,1,1,-26.805142231986900,46.62794636814710,0.008495666144483490,0,0,0.0,-26.95687355977550,-1.0,0.0,-1.0,45.91613913910590,0.008495666144483490,46.169801944158000,0.013689452765284200,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-999.0,-1.0,0,0.0,-1.0,43.97553881224820,0.019817856579578600,3414.3208658348600,372.9685331622290,31.092518184862600,1.5713190562553800,43.96938252415500,0.03499343548923050,3414.3208658348600,1119.4157668468200,30.65487918896220,2.4944772525947600,6330.447108536020,97.02808722770570,15.708376332555300,-1.4545483765909900,0.03437422811142500,310,14.70818884796830,1.1312884022568900,44.449779983603500,0.07363396550250560,5233.294921875,418.841552734375,33.4181415917591,5.5952683201988400,-1.9675268292661800,0.23598703474171400,281,10.373338442665400,1.0260768341223800,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,300000.0,-1.0,-194.12881279808300,375.97403476151700,883.0334293063680,454.37746636487100,0.0,-1.0,0.0,-1.0,9.296025013703820,0.036230601981103100,8.884678233874010,0.09497667638209240,8.994614930566720,0.2848234034110920,9.24754545051704,0.06989424942003780,8.994614930566720,0.2848234034110920,-0.46703910753715400,0,0.015468647486845300
